original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
The Neverending Story,47.862016,7.0,1002,17.11134746100564,16.819151922041353,"while hiding from bullies in his schools attic a young boy discovers the extraordinary land of fantasia through a magical book called the neverending story the book tells the tale of atreyu a young warrior who with the help of a luck dragon named falkor must save fantasia from the destruction of the nothing Drama,Family,Fantasy,Adventure based on novel fictional place wolf mythology magic horse book fairy tale bully school talking animal reading book store fantasy world giant gnome quest Producers Sales Organization, Bavaria Film, Dieter Geissler Filmproduktion, Warner Bros., Westdeutscher Rundfunk (WDR), Bavaria Studios Germany, United States of America English",34584,"Drama,Family,Fantasy,Adventure"
Dark City,39.324831,7.2,828,17.11134746100564,17.118739185610078,"a man struggles with memories of his past including a wife he cannot remember in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans Mystery,Science Fiction soul sleep manipulation future dystopia chaos memory duel parallel world tech noir matrix neonoir retrofuturism New Line Cinema, Mystery Clock Cinema Australia, United States of America English",2666,"Mystery,Science Fiction"
The Duchess,18.591657,6.7,396,0.0,0.0,"a chronicle of the life of 18th century aristocrat georgiana duchess of devonshire who was reviled for her extravagant political and personal life Drama,History,Romance england adultery duke gambling debts marriage crisis BIM Distribuzione, BBC Films, Paramount Vantage, Qwerty Films, Pathé, Magnolia Mae Films United Kingdom English",12783,"Drama,History,Romance"
Return to Oz,5.650125,6.7,120,17.034386422832473,16.22585546599403,"dorothy saved from a psychiatric experiment by a mysterious girl finds herself back in the land of her dreams and makes delightful new friends and dangerous new enemies Adventure,Family,Fantasy wizard of oz Silver Screen Partners II, Oz Productions Ltd. United Kingdom, United States of America English",13155,"Adventure,Family,Fantasy"
The Newton Boys,3.123583,5.9,44,17.11134746100564,18.1462439114085,"four newton brothers are a poor farmer family in the 1920s the oldest of them willis one day realizes that theres no future in the fields and offers his brothers to become a bank robbers soon the family agrees they become very famous robbers and five years later execute the greatest train robbery in american history Crime,Action,Drama bank robber crime spree western us Twentieth Century Fox Film Corporation, Detour Filmproduction United States of America English",42807,"Crime,Action,Drama"
Case 39,23.917982,6.1,563,17.11134746100564,17.182806422433504,"in her many years as a social worker emily jenkins believes she has seen it all until she meets 10yearold lilith and the girls cruel parents emilys worst fears are confirmed when the parents try to harm the child and so emily assumes custody of lilith while she looks for a foster family however emily soon finds that dark forces surround the seemingly innocent girl and the more she tries to protect lilith the more horrors she encounters Horror,Mystery,Thriller child abuse detective social worker supernatural murder mental institution youth violence danger cityscape drawn falling elevator pier psychological deadly mind and soul supernatural ability Paramount Vantage, Anonymous Content, Misher Films, Case 39 Productions Canada, United States of America English",28355,"Horror,Mystery,Thriller"
Suspect Zero,8.715822,5.5,98,17.11134746100564,16.380459992348886,"a killer is on the loose and an fbi agent sifts through clues and learns that the bloodthirsty felons victims of choice are other serial killers Crime,Thriller serial killer Paramount Pictures, Cruise/Wagner Productions, Lakeshore Entertainment, Intermedia Films Germany, United Kingdom, United States of America English",8080,"Crime,Thriller"
Martian Child,5.737161,6.8,79,0.0,0.0,a recentlywidowed science fiction writer considers whether to adopt a hyperimaginative 6yearold abandoned and sociallyrejected boy who says hes really from mars Drama underdog adoption education adoptive father childhood trauma alienation alien New Line Cinema United States of America English,5126,Drama
Spy Kids: All the Time in the World,14.788073,4.4,222,17.11134746100564,18.26477882660341,"eight years after the third film the oss has become the worlds top spy agency while the spy kids department has since become defunct a retired spy marissa jessica alba is thrown back into the action along with her stepchildren when a maniacal timekeeper jeremy piven attempts to take over the world in order to save the world rebecca rowan blanchard and cecil mason cook must team up with their hated stepmother carmen and juni have since also grown up and will provide gadgets to them Family,Comedy,Action spy child hero secret agent espionage Dimension Films United States of America English",56288,"Family,Comedy,Action"
Money Monster,38.279458,6.5,1068,17.11134746100564,18.351144206848897,"financial tv host lee gates and his producer patty are put in an extreme situation when an irate investor takes over their studio Thriller bomb sniper tv show hostage drama police hostagetaking new york city stock market stock fraud woman director tv studio TriStar Pictures, Sony Pictures Releasing, Smokehouse Pictures, LStar Capital, Allegiance Theater United States of America English",303858,Thriller
The 51st State,9.670031,5.9,173,3.367295829986474,2.70805020110221,"elmo mcelroy is a streetwise american master chemist who heads to england to sell his special new formula a powerful blue concoction guaranteed to take you to the 51st state mcelroys new product delivers a feeling 51 times more powerful than any thrill any pleasure any high in history but his plans for a quick profitable score go comically awry when he gets stuck in liverpool with an unlikely escort and his exgirlfriend and becomes entangled in a bizarre web of doubledealing and doublecrosses Thriller,Action,Comedy,Crime chemical laxative skinheads Film Council, Alliance Atlantis Communications, The Film Consortium, Focus Films, Momentum Films, National Lottery, Canadian Film or Video Production Tax Credit (CPTC), Artists Production Group (APG), Fifty First Films Canada, United Kingdom English",1613,"Thriller,Action,Comedy,Crime"
Flawless,5.271559,5.9,56,0.0,15.317035811903898,"an ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons with the drag queen next door Comedy,Drama independent film Metro-Goldwyn-Mayer (MGM) United States of America English",31582,"Comedy,Drama"
Mindhunters,17.193659,6.3,333,17.11134746100564,16.867095142777465,"trainees in the fbis psychological profiling program must put their training into practice when they discover a killer in their midst Mystery,Thriller,Crime fbi island serial killer series of murders Avenue Pictures Productions, Weed Road Pictures, Intermedia Films, Egmond Film & Television, Dimension Films, Outlaw Productions (I), Mindhunters (UK) Limited, Mindhunters Productie BV, Tonna Oy, Outlaw Victoria Productions Inc. Finland, Netherlands, United Kingdom, United States of America English",16617,"Mystery,Thriller,Crime"
What Just Happened,8.31653,5.2,127,17.034386422832473,15.713643479656406,"during the course of an ordinary week in hollywood movie producer ben robert de niro must navigate his way through sharkinfested waters as he struggles to complete his latest projects a demanding studio boss catherine keener demands extensive changes to a movie starring sean penn while another chief wont greenlight a project unless star bruce willis shaves his beard meanwhile ben tries to reconcile with his wife and maintain a relationship with his young daughter Comedy,Drama film producer midlife crisis independent film divorce 2929 Productions, Linson Entertainment, Art Linson Productions, Tribeca Productions United States of America Français, English, עִבְרִית",8944,"Comedy,Drama"
The Statement,2.653988,5.9,23,0.0,0.0,"the film is set in france in the 1990s the french were defeated by the germans early in world war ii an armistice was signed in 1940 which effectively split france into a german occupied part in the north and a semiindependent part in the south which became known as vichy france in reality the vichy government was a puppet regime controlled by the germans part of the agreement was that the vichy government would assist with the cleansing of jews from france the vichy government formed a police force called the milice who worked with the germans Drama,Thriller  Sony Pictures Classics, BBC Films, Serendipity Point Films, Téléfilm Canada, Odessa Films, Movision, Astral Media, Corus Entertainment, Company Pictures France, United Kingdom, Canada Français, Deutsch, English, Italiano, Latin",41488,"Drama,Thriller"
The Magic Flute,0.548435,6.9,6,0.0,0.0,"during world war i in an unnamed country a soldier named tamino is sent by the queen of the night to rescue her daughter pamina from the clutches of the supposedly evil sarastro but all is not as it seems Comedy,Drama,Music fictional place opera musical Walt deFaria United Kingdom English",37028,"Comedy,Drama,Music"
Paul Blart: Mall Cop,31.250383,5.2,788,17.073607134447293,19.02659724347731,"mildmannered paul blart kevin james has always had huge dreams of becoming a state trooper until then he patrols the local mall as a security guard with his closely cropped moustache personal transporter and gungho attitude only blart seems to take his job seriously all that changes when a team of thugs raids the mall and takes hostages untrained unarmed and a supersize target blart has to become a real cop to save the day Action,Adventure,Comedy,Family security guard duringcreditsstinger Columbia Pictures, Happy Madison Productions, Relativity Media, Hey Eddie United States of America English",14560,"Action,Adventure,Comedy,Family"
Freaky Friday,24.345651,6.0,879,17.073607134447293,18.51808267089112,"mother and daughter bicker over everything what anna wears whom she likes and what she wants to do when shes older in turn anna detests tesss fianc when a magical fortune cookie switches their personalities they each get a peek at how the other person feels thinks and lives Comedy single parent brother sister relationship mistake in person bride talk show body exchange motherly love high school mother daughter relationship wedding psychiatrist bodyswap music band teen comedy child as an adult adult as a child Walt Disney Pictures, Gunn Films, Casual Friday Productions United States of America 普通话, English",10330,Comedy
The 40 Year Old Virgin,38.473732,6.2,1983,17.073607134447293,18.51097141982577,"andy stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store but at age 40 theres one thing andy hasnt done and its really bothering his sexobsessed male coworkers andy is still a virgin determined to help andy get laid the guys make it their mission to devirginize him but it all seems hopeless until andy meets small business owner trish a single mom Comedy,Romance first time virgin Universal Pictures, Apatow Productions United States of America English, Español",6957,"Comedy,Romance"
Shakespeare in Love,31.792964,6.8,796,17.034386422832473,19.483036278597357,"young shakespeare is forced to stage his latest comedy romeo and ethel the pirates daughter before its even written when a lovely noblewoman auditions for a role they fall into forbidden love and his play finds a new life and title as their relationship progresses shakespeares comedy soon transforms into tragedy Romance,History shakespeare love of ones life oscar award theatre play theatre group writers block theatre milieu author speculative false history Miramax Films, Universal Pictures, Bedford Falls Productions United States of America English",1934,"Romance,History"
A Walk Among the Tombstones,61.309619,6.2,1131,17.147715103853763,17.789223048628738,"private investigator matthew scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife Crime,Drama,Mystery,Thriller based on novel murder mafia private investigator new york city alcoholic kingpin wife murder matt scudder Double Feature Films, Jersey Films, 1984 Private Defense Contractors, Cross Creek Pictures, Exclusive Media Group, Traveling Picture Show Company (TPSC), Free State Pictures, Da Vinci Media Ventures United States of America English",169917,"Crime,Drama,Mystery,Thriller"
Kindergarten Cop,5.411154,5.8,628,16.52356082573315,19.123568773029547,"hardedged cop john kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the mans young son pitted against a class of boisterous moppets whose antics try his patience and test his mettle kimble may have met his match in more ways than one Comedy crime fighter cook drug dealer dying and death kindergarten kiss police teacher children education Imagine Entertainment, Universal Pictures United States of America English, Español",951,Comedy
Pineapple Express,41.832392,6.6,1148,17.11134746100564,18.43679859077572,"a stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder Action,Comedy smoking marijuana stoner roach lollipop painting toenails radio call in show driving through a wall seed reference to pandoras box Columbia Pictures, Apatow Productions United States of America English",10189,"Action,Comedy"
EverAfter,21.988861,6.8,399,17.073607134447293,18.000697348696555,"a unique 16th century woman danielle possesses a love of books and can easily quote from sir thomas mores utopia an intriguing mix of tomboyish athleticism and physical beauty she has more than enough charm to capture the heart of a prince after beaning him with an apple Drama,Romance,Comedy france child abuse slavery leonardo da vinci prince fairy tale royalty orphan evil stepmother step siblings 16th century brigands gypsies classism bandits commoner emotional abuse Twentieth Century Fox Film Corporation United States of America English",9454,"Drama,Romance,Comedy"
Open Range,19.068175,7.0,262,16.906553056777135,18.039366062453922,"a former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman Western horse beef ranger Tig Productions, Touchstone Pictures, Beacon Pictures, Cobalt Media Group United States of America English",2055,Western
Flatliners,24.114459,6.3,404,17.073607134447293,17.934373180958097,"five medical students want to find out if there is life after death they plan to stop one of their hearts for a few seconds thus simulating death and then bring the person back to life a science fiction thriller from the early 1990s with a star studded cast Drama,Horror,Science Fiction,Thriller life and death afterlife swing memory medical student confetti Columbia Pictures Corporation, Stonebridge Entertainment United States of America English, Français, Español",1551,"Drama,Horror,Science Fiction,Thriller"
A Bridge Too Far,20.256571,6.9,207,16.906553056777135,17.742422195590603,"tells the story of operation market garden a failed attempt by the allies in the latter stages of wwii to end the war quickly by securing three bridges in holland allowing access over the rhine into germany a combination of poor allied intelligence and the presence of two crack german panzer divisions meant that the final part of this operation the bridge in arnhem over the rhine was doomed to failure Drama,History,War netherlands world war ii panzer british soldier United Artists, Joseph E. Levine Productions United Kingdom, United States of America English, Nederlands, Polski, Deutsch, Latin",5902,"Drama,History,War"
Red Eye,8.802626,6.2,455,17.073607134447293,17.87408637811931,"after attending the funeral of her grandmother in dallas the lux atlantic hotel manager lisa is waiting for a flight to miami due to the bad weather and consequent flight delay she meets in the airport bar jack rippner who is also in the waiting list they sit together in the plane and jack reveals that he wants lisa to change the room in lux of an important american politician to facilitate a terrorist attempt against him otherwise lisas father will be killed by a hit man lisa has to decide what to do with the menacing man at her side Horror,Thriller hostage menace hitman airplane DreamWorks SKG, Craven-Maddalena Films, BenderSpink United States of America English, Pусский",11460,"Horror,Thriller"
Final Destination 2,37.355826,5.9,1023,17.073607134447293,18.3200468844789,"when kimberly has a violent premonition of a highway pileup she blocks the freeway keeping a few others meant to die safeor are they the survivors mysteriously start dying and its up to kimberly to stop it before shes next Horror,Mystery ambulance premonition hospital New Line Cinema, Zide-Perry Productions United States of America English",9358,"Horror,Mystery"
"O Brother, Where Art Thou?",39.742009,7.3,1112,17.073607134447293,18.09034622494693,"in the deep south during the 1930s three escaped convicts search for hidden treasure while a relentless lawman pursues them on their journey they come across many comical characters and incredible situations based upon homers odyssey Action,Adventure,Comedy prophecy southern usa music record country music mississippi seduction musical fraud Universal Pictures, Mike Zoss Productions, Studio Canal, Touchstone Pictures, Working Title Films France, United Kingdom, United States of America English",134,"Action,Adventure,Comedy"
Legion,30.981604,5.2,629,17.073607134447293,18.0338213559562,when god loses faith in humankind he sends his legion of angels to bring on the apocalypse humanitys only hope for survival lies in a group of strangers trapped in an outoftheway desert diner with the archangel michael Horror angel diner religion apocalypse demon desert angels Bold Films United States of America English,22894,Horror
Pain & Gain,31.893932,6.1,1573,17.034386422832473,18.27189405881519,"daniel lugo manager of the sun gym in 1990s miami decides that there is only one way to achieve his version of the american dream extortion to achieve his goal he recruits musclemen paul and adrian as accomplices after several failed attempts they abduct rich businessman victor kershaw and convince him to sign over all his assets to them but when kershaw makes it out alive authorities are reluctant to believe his story Thriller,Crime,Action miami scam crime weight lifting weightlifting duringcreditsstinger Paramount Pictures, De Line Pictures United States of America English",134374,"Thriller,Crime,Action"
In Good Company,15.376391,5.9,194,0.0,0.0,"dan foreman is a seasoned advertisement sales executive at a highranking publication when a corporate takeover results in him being placed under naive supervisor carter duryea who is half his age matters are made worse when dans new supervisor becomes romantically involved with his daughter an 18 yearold college student alex Comedy,Drama,Romance midlife crisis daughter bad boss Depth of Field United States of America English, Italiano",1901,"Comedy,Drama,Romance"
Clockstoppers,5.894163,4.9,89,17.073607134447293,17.47375769682771,"until now zak gibbs greatest challenge has been to find a way to buy a car but when he discovers an odd wristwatch amidst his fathers various inventions and slips it on something very strange happens the world around him seems to come to a stop everything and everybody frozen in time zak quickly learns how to manipulate the device and he and his quickwitted and beautiful new friend francesca start to have some real fun Adventure,Family,Science Fiction,Thriller time airplane youth wristwatch Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures United States of America Český, English",15028,"Adventure,Family,Science Fiction,Thriller"
Silverado,10.981038,7.1,146,17.073607134447293,0.0,"four unwitting heroes cross paths on their journey to the sleepy town of silverado little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse its up to the sharpshooting foursome to save the day but first they have to break each other out of jail and learn who their real friends are Action,Crime,Drama,Western sheriff fight horse male friendship two guns belt Columbia Pictures United States of America English",11509,"Action,Crime,Drama,Western"
Brothers,22.07638,6.8,633,17.073607134447293,17.584086890729015,"when his helicopter goes down during his fourth tour of duty in afghanistan marine sam cahill is presumed dead back home brother tommy steps in to look over sams wife grace and two children sams surprise homecoming triggers domestic mayhem Drama,Thriller,War brother brother relationship brotherinlaw loss of husband war in afghanistan sisterinlaw Lionsgate, Relativity Media, Sighvatsson Films, Michael De Luca Productions, Palomar Pictures (II) United States of America English, Français",7445,"Drama,Thriller,War"
Agent Cody Banks 2: Destination London,10.925618,5.2,144,17.073607134447293,17.176545311010024,"with allnew gadgets highflying action exciting chases and a wisecracking new handler derek anthony anderson cody has to retrieve the device before the worlds leaders fall under the evil control of a diabolical villain Comedy london england cia teenage hero teen spy cia agent Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment United States of America English",17047,Comedy
New Year's Eve,21.219292,5.7,718,17.840862266556567,18.77165192531998,"the lives of several couples and singles in new york intertwine over the course of new years eve Comedy,Romance new years eve illustrator caterer pedicab ticket videoconferencing multiple storylines duringcreditsstinger New Line Cinema United States of America English",62838,"Comedy,Romance"
Original Sin,14.831402,5.8,198,17.553180200057167,17.382287940926467,"a young man is plunged into a life of subterfuge deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp Drama,Thriller,Mystery,Romance women sex cuba eroticism lover female passion coffee grower sin denunciation Metro-Goldwyn-Mayer (MGM) France, United States of America English, Deutsch, 日本語, Latin, Español",2057,"Drama,Thriller,Mystery,Romance"
The Raven,22.520842,6.1,426,17.073607134447293,17.2052340994888,"a fictionalized account of the last days of edgar allan poes life in which the poet is in pursuit of a serial killer whose murders mirror those in the writers stories Crime,Thriller,Mystery poison blackmail masked ball historical figure buried alive serial killer deadline edgar allan poe newspaper review baltimore maryland newspaper office hard times life imitates art pendulum Relativity Media Hungary, Serbia, Spain, United States of America English",70436,"Crime,Thriller,Mystery"
Welcome to Mooseport,3.314094,4.8,54,17.216707972959764,16.454567959008102,"a us president gene hackman who has retired after two terms in office returns to his hometown of mooseport maine and decides to run for mayor against another local candidate ray romano Comedy  Twentieth Century Fox Film Corporation, Intermedia Films, Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Mooseport Productions Germany, United States of America English",16784,Comedy
Highlander III: The Sorcerer,7.964451,4.5,110,17.073607134447293,17.421008430313073,"starts off in the 15th century with connor mcleod christopher lambert training with another immortal swordsman the japanese sorcerer nakano mako when an evil immortal named kane mario van peebles kills the old wizard the resulting battle leaves him buried in an underground cave when kane resurfaces in the 20th century to create havoc its up to mcleod to stop him Action,Fantasy,Science Fiction japan new york scotland morocco good and bad Trans-Film, Initial Groupe, Lumière Pictures, Fallingcloud Canada, France, United Kingdom English",8011,"Action,Fantasy,Science Fiction"
Blood and Wine,1.492056,5.5,34,17.073607134447293,0.0,"a man who has failed as a father and husband commits a heist to make money for his fledging business but things become complicated when his wife interferes Crime,Drama,Thriller robbery gun fight love murder heist theft diamond neonoir Fox Searchlight Pictures, Marmont Productions, Blood & Wine Productions, Majestic Films International United Kingdom, United States of America English",31640,"Crime,Drama,Thriller"
Snow White: A Tale of Terror,4.810621,6.0,62,17.073607134447293,0.0,"based somewhat more authentically on the grimm brothers story of a young woman who is unliked by her stepmother the film includes the talking mirror a poisoned apple and some ruffian gold not diamond miners and they arent dwarfs or cute it takes place at the time of the crusades and depicts the attitudes of the wealthy and the peasant classes toward one another Fantasy,Horror jealousy toxication castle step mother fairytale figure apple middle ages mirror nobility Interscope Communications, Polygram Filmed Entertainment United States of America English",9092,"Fantasy,Horror"
The Curse of the Jade Scorpion,9.317265,6.5,165,0.0,0.0,"cw briggs is a veteran insurance investigator with many successes betty ann fitzgerald is a new employee in the company he works for with the task of reorganizing the office they dont like each other or at least thats what they think during a night out with the rest of the office employees they go to watch voltan a magician who secretly hypnotizes both of them Comedy,Crime,Mystery,Romance,Thriller hypnosis independent film DreamWorks SKG, Gravier Productions Germany, United States of America English, Polski",2779,"Comedy,Crime,Mystery,Romance,Thriller"
Accidental Love,5.644844,3.9,95,17.073607134447293,0.0,"a small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to washington dc sparks fly when she meets a clueless young senator who takes up her cause but what happens when love interferes with what you stand for Romance,Comedy onenight stand romantic comedy accidental love K. JAM Media United States of America English",316002,"Romance,Comedy"
Flipper,4.475007,5.3,84,17.05536482838727,16.815235898603987,"sandy ricks is sent by his mom to coral key a rustic island in the florida keys to spend the summer with his uncle porter ricks sandy dislikes everything about his new environment until a new friend comes into his life a dolphin named flipper that brings uncle and nephew together and leads sandy on the summer adventure of a lifetime Adventure,Family dolphin florida florida keys summer Universal Pictures, The Bubble Factory, American Films United States of America English",36355,"Adventure,Family"
Self/less,66.097437,6.3,1091,17.073607134447293,17.233998492736045,"an extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the bodys origins and the secret organization that will kill to keep its secrets Science Fiction,Mystery,Thriller lie immortality terminal illness laboratory cancer doctor bodyswap death rich false memory soul transference rich man mind transfer host body body snatching eternal Endgame Entertainment, Ram Bergman Productions United States of America English",238615,"Science Fiction,Mystery,Thriller"
The Constant Gardener,20.679652,6.8,417,17.034386422832473,18.227904781801033,"justin quayle is a lowlevel british diplomat who has always gone about his work very quietly not causing any problems but after his radical wife tessa is killed he becomes determined to find out why thrusting himself into the middle of a very dangerous conspiracy Drama,Mystery,Thriller aids diplomat nairobi politician pharmaceutical industry cancer morgue genocide in rwanda Studio Babelsberg, Epsilon Motion Pictures, UK Film Council, Scion Films, Focus Features, Blue Sky Films, Potboiler Productions China, Germany, United Kingdom, United States of America Deutsch, English, Italiano, Kiswahili",1985,"Drama,Mystery,Thriller"
The Passion of the Christ,38.171417,6.9,864,17.216707972959764,20.232078482199277,"the passion of the christ is a film about the last 12 hours in the life of jesus director mel gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering especially on the part of the jewish community the films languages are arabic latin and hebrew and its actors are laymen which was controversially received as well Drama christianity jewry roman empire jesus christ suffering apostle last supper roman bible mission torture Icon Productions, Twentieth Century Fox Film Corporation United States of America עִבְרִית, Latin",615,Drama
Mrs. Doubtfire,30.884535,7.0,1591,17.034386422832473,19.905204193442355,"loving but irresponsible dad daniel hillard estranged from his exasperated spouse is crushed by a court order allowing only weekly visits with his kids when daniel learns his ex needs a housekeeper he gets the job disguised as an english nanny soon he becomes not only his childrens best pal but the kind of parent he should have been from the start Comedy,Drama,Family san francisco parents kids relationship restaurant nanny mask custody battle fake identity Twentieth Century Fox Film Corporation, Blue Wolf United States of America English",788,"Comedy,Drama,Family"
Rain Man,49.510658,7.6,1709,17.034386422832473,19.838473774554107,"selfish yuppie charlie babbitts father left a fortune to his savant brother raymond and a pittance to charlie they travel crosscountry Drama individual mentally disabled autism loss of father yuppie car dealer egocentrism travel convertible psychiatrist duringcreditsstinger savant United Artists, Star Partners II Ltd. United States of America Italiano, English",380,Drama
Gran Torino,50.7453,7.8,3086,17.312018149733785,19.413777797586818,"walt kowalski is a widower who holds onto his prejudices despite the changes in his michigan neighborhood and the world around him kowalski is a grumpy toughminded unhappy old man who cant get along with either his kids or his neighbors he is a korean war veteran whose prize possession is a 1972 gran torino he keeps in mint condition when his neighbor thao a young hmong teenager under pressure from his gang member cousin tries to steal his gran torino kowalski sets out to reform the youth drawn against his will into the life of thaos family kowalski is soon taking steps to protect them from the gangs that infest their neighborhood Drama rape war veteran immigration priest gang old man teenager gangster detroit widower car hmong Village Roadshow Pictures, Malpaso Productions, Gerber Pictures, Warner Bros., Double Nickel Entertainment, Matten Productions, WV Films IV United States of America, Germany English",13223,Drama
W.,10.445391,6.1,143,17.038378443942648,17.200119949842012,"whether you love him or hate him there is no question that george w bush is one of the most controversial public figures in recent memory w takes viewers through bushs eventful life his struggles and triumphs how he found both his wife and his faith and of course the critical days leading up to bushs decision to invade iraq Drama,History usa white house usa president george w bush president iraq war Ixtlan Productions, Emperor Motion Pictures, Global Entertainment Group United States of America Español, English",10523,"Drama,History"
Taken,80.879032,7.2,4369,17.034386422832473,19.23971390468595,"while vacationing with a friend in paris an american girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution working against the clock her exspy father must pull out all the stops to save her but with his best years possibly behind him the job may be more than he can handle Action,Thriller paris kidnapping human trafficking rescue prostitution albanian missing daughter ex cia agent Twentieth Century Fox Film Corporation, M6 Films, Canal+, TPS Star, Grive Productions, EuropaCorp, M6, Wintergreen Productions, All Pictures Media France, United Kingdom, United States of America English, Français, العربية, shqip",8681,"Action,Thriller"
The Best of Me,33.93914,7.2,765,17.073607134447293,17.396977781981928,"a pair of former high school sweethearts reunite after many years when they return to visit their small hometown Drama,Romance high school sweetheart Relativity Media United States of America English",239571,"Drama,Romance"
The Bodyguard,26.576385,6.1,661,17.034386422832473,19.83412017378586,"a former secret service agent grudgingly takes an assignment to protect a pop idol whos threatened by a crazed fan at first the safetyobsessed bodyguard and the selfindulgent diva totally clash but before long all that tension sparks fireworks of another sort and the loveaverse tough guy is torn between duty and romance Thriller,Action,Drama,Music,Romance sister sister relationship anonymous letter diva bodyguard oscar award los angeles Tig Productions, Warner Bros., Kasdan Pictures United States of America English",619,"Thriller,Action,Drama,Music,Romance"
Schindler's List,104.469351,8.3,4329,16.906553056777135,19.58808987422816,"the true story of how businessman oskar schindler saved over a thousand jewish lives from the nazis while they worked as slaves in his factory during world war ii Drama,History,War factory concentration camp hero holocaust world war ii nazis defense industry biography the holocaust Universal Pictures, Amblin Entertainment United States of America Deutsch, Polski, עִבְרִית, English",424,"Drama,History,War"
The Help,42.191509,7.8,1910,17.034386422832473,18.63798427549918,"aibileen clark is a middleaged africanamerican maid who has spent her life raising white children and has recently lost her only son minny jackson is an africanamerican maid who has often offended her employers despite her familys struggles with money and her desperate need for jobs and eugenia skeeter phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared these three stories intertwine to explain how life in jackson mississippi revolves around the help yet they are always kept at a certain distance because of racial lines Drama mississippi based on novel exploitation racial segregation racism writer maid moral courage ressentiment southern belle racial issues 1960s newspaper columnist DreamWorks SKG, 1492 Pictures, Participant Productions, Imagenation Abu Dhabi FZ, Reliance Entertainment, Touchstone Pictures India, United Arab Emirates, United States of America English",50014,Drama
The Fifth Estate,20.267062,5.7,364,17.147715103853763,15.962027517324243,"a look at the relationship between wikileaks founder julian assange and his early supporter and eventual colleague daniel domscheitberg and how the websites growth and influence led to an irreparable rift between the two friends Drama,Thriller journalist biography internet information leak activist DreamWorks SKG, Participant Media, Reliance Entertainment, Touchstone Pictures, Anonymous Content Belgium, United States of America English",162903,"Drama,Thriller"
Scooby-Doo 2: Monsters Unleashed,22.644275,5.4,500,0.0,19.016583462189143,"when mystery inc are guests of honor at the grand opening of the coolsville museum of criminology a masked villain shows up and creates havoc before stealing the costumes of the gangs most notorious villainscould it be that their nemesis mad scientist jonathan jacobo has returned and is trying to recreate their deadliest foes Mystery,Fantasy,Adventure,Comedy detective monster engine based on tv series dog Mosaic Media Group, Warner Bros. United States of America English",11024,"Mystery,Fantasy,Adventure,Comedy"
Viy,7.182761,4.9,71,17.073607134447293,0.0,"early 18th century cartographer jonathan green undertakes a scientific voyage from europe to the east having passed through transylvania and crossed the carpathian mountains he finds himself in a small village lost in impassible woods nothing but chance and heavy fog could bring him to this cursed place people who live here do not resemble any other people which the traveler saw before that the villagers having dug a deep moat to fend themselves from the rest of the world share a naive belief that they could save themselves from evil failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world Thriller,Adventure,Mystery,Fantasy monster mystic church demon witchcraft science dark fantasy 3d Universal Pictures, Ankor-Film Czech Republic, Russia, Ukraine English, Pусский",208763,"Thriller,Adventure,Mystery,Fantasy"
Freddy vs. Jason,26.69592,5.8,594,17.216707972959764,18.55964959800306,"evil dreamdemon freddy krueger devises a plan to manipulate the unstoppable jason vorhees into hacking up the teenagers of elm street in an effort to make people remember the name freddy krueger thus freeing him from limbo Horror murder marijuana teenager bad dream New Line Cinema, Cecchi Gori Group Tiger Cinematografica, Avery Pix, Sean S. Cunningham Films, Crystal Lake Entertainment, WTC Productions, Yannix Technology Corporation Canada, Italy, United States of America English",6466,Horror
The Face of an Angel,7.336256,4.7,64,0.0,0.0,"both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect Thriller,Drama murder investigation Revolution Films, BBC Films, Cattleya, Vedette Finance, Multitrade, Ypsilon Films Italy, Spain, United Kingdom English, Français",254024,"Thriller,Drama"
